number,status
552.1497394599094,1
558.3823778591639,1
560.6783819092319,1
555.1922748557014,1
558.4505255592484,1
563.0351585147089,1
564.5901217474088,1
559.622969958895,1
558.0655191664719,1
568.7847089391771,1
561.4426456259812,1
570.2907426313915,1
562.6832358426941,1
564.5638655515774,1
573.4179858254744,1
565.1405790778191,1
575.7903699767438,1
576.9561674239982,1
568.2665018914121,1
569.21746929211,1
579.5414775861161,1
579.2190213864346,1
576.1587427961558,1
578.9364192512375,1
576.3389384796382,1
481.72170432046306,1
583.8746544044151,1
594.1995929110442,1
488.73221051821776,1
489.7737463647575,1
464.7127715478042,1
526.1319215673265,1
508.32075747536703,1
478.63149630433554,1
496.2795161127072,1
486.62584795475817,1
502.29415167944563,1
457.9171006694513,1
495.73243667428727,1
465.8081507075047,1
477.15016752412765,1
469.8306215674318,1
485.70181270813066,1
503.9318007961742,1
473.1195103640137,1
519.5445398740869,1
488.4546880956156,1
489.2966966624487,1
525.5092696873637,1
490.95570055984416,1
492.8280430949059,1
520.0370091336648,1
486.6189949805783,1
489.10470646345567,1
478.95579787718725,1
463.6382173382419,1
512.1187260984067,1
393.2212102609028,1
399.07429408049575,1
400.0751918948772,1
487.0040891994968,1
487.25569202904717,1
402.29676696312526,1
488.39012276494304,1
407.2466189369716,1
408.0041592398993,1
410.48907863404384,1
411.199602375822,1
484.2859945091341,1
414.8934797792426,1
495.9578444738626,1
416.1494543496683,1
417.1964709108179,1
418.27814058595504,1
419.39191404674057,1
420.92050952594946,1
422.17648409637513,1
422.835419972429,1
422.85684662644235,1
423.93402439930287,1
424.8784489337777,1
424.7275573316838,1
425.05228976236504,1
425.8368598119996,1
426.7275573316838,1
477.21864464151184,1
427.4268006593211,1
462.3679502923327,1
429.8468470584903,1
429.8838763731492,1
429.8303837771473,1
430.07024762213223,1
430.0637847532689,1
430.28827751834797,1
431.1794921750534,1
431.54425208877365,1
432.6261003350246,1
432.3017923917014,1
432.77872945039053,1
433.8468470584903,1
433.43953734893876,1
434.5119105679514,1
434.9496735039538,1
434.43953734893876,1
434.6210641397429,1
499.7229974043775,1
435.5983647132016,1
435.34813798953655,1
435.5712818354805,1
434.3758386995578,1
436.93953734893876,1
436.4371102324276,1
437.47180770481464,1
437.6109279847278,1
437.84813798953655,1
438.2823186205169,1
438.2099454015042,1
439.5712818354805,1
439.55272667308236,1
439.44715540631296,1
439.730081968999,1
440.7099454015042,1
441.53027786543134,1
441.1015591575415,1
441.1298776882595,1
441.61602794446117,1
442.055652670997,1
442.9903538665494,1
442.06376159500905,1
442.73021771153435,1
442.7628221555078,1
443.62639082314126,1
443.23021771153435,1
443.34448123534276,1
443.9935435388652,1
442.49410406261995,1
444.52324667288303,1
444.72159921123057,1
444.1516083473234,1
444.3188097504026,1
444.5324891466771,1
445.7192099275744,1
445.6993531080352,1
445.56415375914366,1
496.05266612211835,1
445.11602794446117,1
446.9440810581709,1
446.33765944176776,1
446.8242899141587,1
446.6262998420116,1
446.56415375914366,1
447.127536039643,1
447.7849004826094,1
447.98554439493273,1
447.8860738889325,1
446.1554915907327,1
447.59075319550175,1
448.3119879568276,1
448.77131945404653,1
448.79963798476456,1
448.06415375914366,1
448.563454723173,1
449.55042988967034,1
449.1707852879481,1
449.0616356615028,1
449.6502790018676,1
448.55149950648774,1
450.68222631163917,1
450.9876458960989,1
450.181541257738,1
450.8343350880441,1
450.23279957362683,1
451.54496801143614,1
451.55530853517485,1
451.6840594108198,1
451.5843350880441,1
451.3280989428458,1
452.6840594108198,1
452.57558084520497,1
452.0637040125421,1
452.1024003309849,1
452.1004944469005,1
452.69026245074747,1
453.29040824231924,1
453.9250756045367,1
467.5011066296423,1
452.67232170775424,1
454.04974483576916,1
454.2494904501691,1
454.75730269480664,1
454.4518205179047,1
454.25213749594695,1
455.37501104730654,1
455.8701614380698,1
455.79108310375887,1
455.5832285653469,1
455.72799010201015,1
456.8103211696507,1
456.08839376420656,1
456.0748229619603,1
456.8828232919441,1
456.30662609034334,1
457.399700798971,1
457.2021210696548,1
457.49635689664683,1
456.2406443546661,1
457.45672623493374,1
458.89265511092526,1
458.3977949148866,1
458.6137685697722,1
458.1163969503359,1
458.49635689664683,1
459.3589890492476,1
459.3164579093245,1
459.82291023862126,1
459.1737377308873,1
459.7807053160341,1
460.21792132246264,1
460.74100186941723,1
459.98173806087107,1
459.23184491187567,1
460.8238817794354,1
461.69523364628367,1
461.0519561170149,1
461.2584507400861,1
461.0940435764496,1
461.13421727338573,1
462.9743308559391,1
462.92182500754825,1
462.08065282979805,1
484.49275815492473,1
461.9700003578055,1
463.86652246655467,1
463.297697017475,1
463.4143909449758,1
463.9088001740456,1
462.18730853313355,1
464.20844229064824,1
464.203889360786,1
464.49088482595107,1
464.047697017475,1
464.81970703163825,1
465.65296426998066,1
465.054530377889,1
465.3937929637432,1
465.4991149590769,1
465.93711870476363,1
466.9986909830768,1
466.4931062996584,1
466.6758099269755,1
466.75814386825004,1
466.65972170665736,1
467.62943025659115,1
466.4956670005322,1
466.153445146816,1
466.4247687327006,1
466.9273367990245,1
468.489921333663,1
468.73136926092775,1
468.9769324343033,1
468.153445146816,1
468.2042675428511,1
469.1998976021041,1
469.9663613862904,1
468.59338856849354,1
468.9078184407699,1
469.0360334736906,1
470.03857324033925,1
470.83606902770043,1
470.59801872310163,1
470.2958142593252,1
469.96991738044017,1
471.3784992665278,1
471.83929562424237,1
471.9744703103024,1
471.3426057022425,1
471.15959110087533,1
472.91014989692485,1
472.262913119539,1
471.8640712336619,1
472.757515282834,1
472.4287029089155,1
473.3818432213702,1
473.02893509559726,1
473.60281624382696,1
473.3530965930513,1
472.814345165154,1
474.9383925386155,1
474.39456770613833,1
474.7805647562018,1
473.9776633248239,1
474.34081425164004,1
475.05007590095556,1
475.1755030551394,1
475.86978360300054,1
474.7496293582208,1
474.3400183643953,1
476.2545560337421,1
475.1656209215125,1
475.446826641024,1
476.1904050246503,1
476.6860964454081,1
477.4345429692148,1
477.31140144000165,1
477.7278364760823,1
476.23799036933633,1
476.05388258225867,1
478.71741954188474,1
478.2026220327407,1
478.1447028391958,1
478.6327683279487,1
478.41031620892863,1
479.90052729466333,1
478.5556915811303,1
479.77831561286985,1
478.6735308708012,1
478.8411461863143,1
479.8756520010211,1
480.7220548707064,1
480.0596184135902,1
480.09273492157627,1
480.2640048522717,1
480.31184626131835,1
481.02218989333414,1
481.21909855406193,1
480.13407671355344,1
480.02217625590856,1
481.81250426801853,1
482.0579486370825,1
482.52786056748664,1
482.69958053780647,1
482.2304028945764,1
482.0299545183934,1
483.61644535461346,1
483.96189684562887,1
483.3816376315335,1
483.3791088799899,1
482.74042554505286,1
484.16900362681554,1
484.6807677988363,1
484.19300803360056,1
483.64914651629806,1
483.92038712481735,1
485.12883029409386,1
485.0527177216536,1
485.22857633324384,1
485.2839735222624,1
485.56705840243194,1
485.6766084156243,1
486.62696689003315,1
485.71029877327965,1
485.5047251634969,1
486.58923346297524,1
487.8867306856373,1
487.0408033194508,1
487.12525431458016,1
486.9444188472262,1
486.5047251634969,1
488.02366808746956,1
488.46007971121253,1
488.66098464036986,1
488.29699968616296,1
487.0052996887389,1
489.79667979879923,1
489.12822301214146,1
489.4530075335624,1
489.0039791218114,1
489.2293535333429,1
490.8890778961995,1
490.8497109919881,1
489.4344342141394,1
490.5053114933671,1
490.1625135700724,1
491.21970295765277,1
491.2785583687328,1
491.0958599530677,1
490.0157905795477,1
491.9343361091287,1
492.40362636073587,1
492.90196740025385,1
492.72740066012375,1
492.08712389164066,1
492.57206707640944,1
493.9831726165521,1
493.86252261034133,1
493.3596538338261,1
493.4807519196729,1
493.4166756522136,1
494.9647909704454,1
494.17303123166676,1
494.0441558455441,1
494.6292258613994,1
494.3224845043551,1
495.0790997351669,1
495.2255239623755,1
495.9193699497464,1
495.8616285742046,1
494.7195390089437,1
496.5540350960928,1
495.035553636797,1
495.6929337878355,1
496.7496567649323,1
495.60686961005376,1
497.47109288913816,1
497.222682728574,1
496.34132848329136,1
497.58119544858164,1
497.6134086300717,1
498.3214179336992,1
498.03616492946094,1
498.8818373305512,1
498.34888455702276,1
498.0991542818065,1
499.7544986780358,1
499.20437171499907,1
499.85593634406905,1
499.52782259184096,1
499.2812984481243,1
500.9635923836413,1
500.20636334698247,1
499.24554352492487,1
499.07927638725596,1
500.998672608428,1
501.2370652870686,1
501.9602865810102,1
501.8113982271425,1
501.43423433700445,1
500.4939623354567,1
502.27108180901814,1
502.527497031082,1
502.40878341052667,1
502.6056126414733,1
501.0022800659772,1
503.62986095751876,1
503.7177595151825,1
503.2055283741174,1
503.8964488644233,1
503.02170856162775,1
504.9174214857012,1
504.58922960732525,1
503.5272419564262,1
503.39923680714674,1
503.5972263099666,1
505.92246355921634,1
505.48766136107224,1
504.9702739674958,1
505.13994532426113,1
505.3116910748777,1
506.6611504227694,1
506.82008011907965,1
506.3716801765513,1
505.8550429755833,1
505.05178693224843,1
507.98507946700374,1
507.87979983508194,1
507.0712755489476,1
507.93212412381763,1
507.4104098778316,1
508.88433686529424,1
508.9558098194502,1
508.420721105791,1
508.3523401922539,1
507.54086981115506,1
509.1319798184504,1
509.42398814658554,1
509.51432717482203,1
508.81024896909366,1
508.59158142905835,1
510.1018394275161,1
510.93934586878095,1
510.2588207433546,1
510.29086981115506,1
510.4025763213558,1
511.9782554509402,1
511.4353724217908,1
511.1883684653676,1
510.90064966173486,1
510.1363886774325,1
511.53371998314105,1
512.9908031315354,1
512.6560468803618,1
512.4089791745628,1
512.4754211325617,1
512.9978413405206,1
513.1055445870952,1
513.433731572055,1
513.9151562908646,1
513.3096168674947,1
513.0582976980786,1
514.6341653714044,1
514.7135513779904,1
513.7230838454998,1
513.0923100698292,1
514.3795209219115,1
515.006467116089,1
515.5080376386923,1
515.2955918670905,1
515.9483590600557,1
514.0428760442464,1
516.0597940068783,1
516.6128987570464,1
516.4887226751307,1
515.3132025124523,1
515.5655640420173,1
517.8827976290431,1
517.3613634159956,1
517.8826108134926,1
517.5510457157634,1
517.9660378998942,1
518.729018880973,1
518.3120664554899,1
518.0706451875503,1
518.7609598410072,1
518.2538851472818,1
519.8614225144447,1
518.3459796696661,1
519.5589493356638,1
518.1742411342548,1
519.6025073017645,1
520.4058010932877,1
520.0972197471092,1
520.0614551710132,1
520.6104546560364,1
519.1442331477447,1
521.1080508557498,1
521.4859340725088,1
520.860980550513,1
521.4918974452194,1
521.1070405494156,1
522.4671638479249,1
522.7185358596817,1
522.986232802079,1
522.5360769528888,1
522.4408926095512,1
523.7211362091293,1
523.1194709091178,1
523.2539658064597,1
523.2746596255765,1
522.3317722302054,1
524.249702592113,1
524.0997284949644,1
524.2068401014731,1
524.4595741485937,1
524.3362686943292,1
525.9408784117786,1
525.7893873298945,1
525.524312305377,1
525.2610195540765,1
525.1245447585679,1
526.6309104190386,1
526.7555203356897,1
525.7520013452613,1
526.1858392601735,1
526.121199385876,1
527.0956024702627,1
526.6066128156126,1
527.3702453010083,1
527.934223328677,1
487.11838666498926,1
528.0795593255698,1
528.3244020045368,1
528.879727565245,1
528.3126621053998,1
527.8353473904917,1
529.2276687324302,1
529.9457607194181,1
528.6626418953601,1
530.8361425395087,1
530.5773802218682,1
530.1788464801411,1
447.4617725117949,1
531.3030704807989,1
531.238941174226,1
531.9766874762445,1
531.6661349567203,1
531.1102816620023,1
532.6505763846544,1
532.41600690821,1
532.4930978520842,1
532.8792647035771,1
493.3135472398019,1
533.44105364604,1
533.29177709539,1
533.8267041545896,1
533.7854838745716,1
532.0346180646939,1
535.769679854764,1
535.4607841718735,1
535.8999115824845,1
535.2718769693929,1
535.21718066416,1
536.176926418595,1
536.0979088491513,1
536.9899105856821,1
535.4517207994122,1
536.431219342272,1
537.225430700646,1
537.3352353873652,1
538.2756584922663,1
540.3838200620139,1
540.1625655602056,1
540.5884507382616,1
541.0907094107461,1
542.7062240016403,1
543.5947307361803,1
544.5106045135126,1
544.5090424321988,1
546.7620754717955,1
546.4736604547325,1
547.6905338927627,1
548.1938670575455,1
549.2896080920909,1
550.6062377576673,1
550.2046470322475,1
550.5798923917864,1
552.4269371761275,1
552.0288058626684,1
554.0447209213944,1
556.253018878253,1
556.4960506001771,1
557.1664265859054,1
559.5504931789983,1
570.5654447774668,1
572.8423599780217,1
486.0375342228412,1
513.25086144929,1
478.68766245832677,1
466.1387521594532,1
487.37553786288623,1
469.6914462188959,1
473.21819113226394,1
509.63892452235393,1
485.7916158418354,1
513.9348324796091,1
523.0427894638735,1
463.65694157039616,1
486.66421919162144,1
494.8584704671936,1
486.5392724035426,1
462.8742684109385,1
500.4750787224454,1
491.59412898754255,1
502.3065773611722,1
503.51499755090754,1
507.33844407523947,1
488.1253971547757,1
476.8529940935915,1
473.37108572438717,1
492.41561287938924,1
472.58969808553064,1
505.35889871647834,1
514.7405188438458,1
504.2633492259919,1
469.0810584228114,1
500.63101027417537,1
471.77623040281503,1
488.725693019018,1
514.8278022783487,1
510.9782031348495,1
491.1934847426293,1
491.19922066319685,1
482.74054891686893,1
504.7069294960111,1
520.446270814471,1
446.7959778430475,1
523.5670708934339,1
514.1061640697844,1
525.3190614481135,1
475.4873442560024,1
491.694563634703,1
529.3603068735246,1
519.011160998718,1
507.09684704561204,1
512.5044687250994,1
482.8264006269569,1
488.27633666979676,1
500.8587324663625,1
502.1060923315911,1
487.4323015698287,1
488.78727442088393,1
489.87708402795806,1
489.76736022023806,1
500.7122929573528,1
491.20523599242415,1
479.7460586097574,1
521.7852645399582,1
506.8866398419569,1
479.965579915496,1
449.08097499032664,1
467.4862131095988,1
467.30760125271354,1
468.5579530514342,1
497.63642129303764,1
531.3597153249614,1
499.2719203784497,1
449.7379587708668,1
476.8764051975131,1
504.3479583031282,1
479.0704822770467,1
480.99501485298697,1
480.49501485298697,1
481.49501485298697,1
466.4534661529462,1
391.1244421066495,1
501.92384283890243,1
398.07519189487726,1
488.1544205045475,1
406.07519189487726,1
409.9706575521032,1
413.2401469958823,1
414.496121566308,1
416.9164689165228,1
417.75521443574877,1
421.5979047261972,1
486.1115522216597,1
423.52943151700134,1
424.2895676720164,1
425.03970341455175,1
426.88225796246485,1
533.978693169,1
427.15649728193245,1
427.95211308383665,1
427.88225796246485,1
428.0599757245819,1
429.8696037098089,1
430.85065608717747,1
431.87341273849603,1
431.1792654513884,1
431.10698321350543,1
468.6657336403544,1
434.6500121748541,1
435.6438207910615,1
435.2818055772587,1
436.4801391937763,1
436.2818055772587,1
436.52966478034074,1
437.1742292561067,1
515.1598564683852,1
439.3558518851151,1
440.20082869246477,1
441.5043562750289,1
441.03347380902784,1
442.4547734636872,1
480.5572249491808,1
443.4547734636872,1
443.70615537586315,1
444.8038818615933,1
444.54109186640204,1
444.1261640994763,1
445.20234634717605,1
445.96261824472646,1
446.7950366376245,1
446.4727543997415,1
447.0538818615933,1
447.95615537586315,1
447.04109186640204,1
447.47504577371734,1
447.3648917589963,1
447.25868729781183,1
448.4993200797472,1
448.7251815162527,1
448.2251815162527,1
448.0614999189675,1
466.5995958264988,1
448.5146618682375,1
450.46642727341356,1
450.5614999189675,1
450.10466462285154,1
453.40419020941596,1
453.5158618788483,1
454.4181353931181,1
455.4969714809941,1
455.9181353931181,1
457.4181353931181,1
457.5171528098945,1
459.893629498487,1
459.8041151249327,1
461.7394171880715,1
461.85108885750384,1
462.44831422085923,1
462.7394171880715,1
474.6657336403544,1
463.6534850369172,1
464.1431640835345,1
464.6534850369172,1
464.0783322061853,1
465.71666053675295,1
465.90945960734285,1
466.0207497877437,1
485.7774063113022,1
469.17595630342845,1
469.9693271566794,1
470.96147535032475,1
471.18642904609993,1
472.1992525960032,1
472.5087868585379,1
472.63284684975594,1
472.1519053751145,1
486.4456533363547,1
473.65963529100014,1
473.679193173477,1
474.68070152736806,1
474.02247102913867,1
474.9239330306046,1
474.27886957556444,1
474.7719428416404,1
475.5691839502488,1
502.22131354719477,1
474.6269500337767,1
476.1203117904989,1
476.93299410854894,1
476.9867456021403,1
476.5803298490137,1
477.1656209215126,1
477.92472104321865,1
477.1572039818348,1
477.20565432788504,1
478.0691839502488,1
478.37535073695295,1
478.28280564369385,1
478.49630326416815,1
478.972323002985,1
479.0548211248952,1
479.44541732924887,1
479.7656220496611,1
479.465840788389,1
479.78361479950405,1
479.0561601815389,1
480.6125607513714,1
480.115433584806,1
462.6539369904326,1
480.93325418123646,1
503.19548688005034,1
481.5622252606136,1
481.441852572496,1
481.1871778282403,1
481.8232036865484,1
481.97217185387495,1
482.4016086774955,1
482.06157856157193,1
482.85956954104773,1
482.71991258944405,1
482.62687151196957,1
483.485222098856,1
482.5857016629507,1
482.9073361962274,1
483.9948610177872,1
483.5857016629507,1
484.2006927015937,1
483.41139009671684,1
483.8807872843427,1
483.80517170623176,1
485.93926779542386,1
485.11772782851955,1
485.295548710883,1
485.8350336340009,1
486.43265787791466,1
486.72958541210215,1
486.4016086774955,1
486.8821468843144,1
486.75010719798416,1
487.96105927186005,1
487.63600519799735,1
487.63435903148826,1
487.69717213496557,1
487.6328330614015,1
488.4530275119924,1
488.46643870284976,1
488.78187097627057,1
488.36565949330367,1
488.84854850735434,1
489.64835581061385,1
489.82844685561037,1
489.7021073042052,1
488.7758143072643,1
488.30993441928155,1
490.82844685561037,1
490.61754196691805,1
490.62517771269273,1
490.2472416393121,1
490.7445400640318,1
490.1171941367539,1
490.0420727681522,1
491.7091532315281,1
490.5048697915245,1
490.91574226621566,1
492.4432926780865,1
492.7091532315281,1
492.80464670418957,1
492.59155635207577,1
492.1657552872094,1
493.6276743667568,1
493.75921693185416,1
493.9160544036586,1
492.9292834474946,1
492.3573372804713,1
494.6612701359573,1
493.6600823479276,1
493.86198046776195,1
493.7787757805691,1
494.779589339878,1
495.9471033579394,1
495.6947064025481,1
495.313057111056,1
494.0301244017374,1
495.97538309827183,1
496.3662601213928,1
496.58959062597575,1
495.7362491687182,1
496.58571567272344,1
496.1397235027362,1
497.4329299872771,1
497.0543388069073,1
497.7602001547803,1
497.0240091849319,1
497.78803366336257,1
498.3814707331622,1
497.9155578195751,1
498.3546008322265,1
498.6240030383179,1
498.7455096083068,1
499.15477567880777,1
499.40980621976274,1
499.0431172342251,1
499.743936520963,1
499.3860437219701,1
500.0519516170917,1
500.6940241996236,1
500.36152304425747,1
499.62703729436913,1
499.49558000791154,1
501.5555563845574,1
501.4802250462836,1
501.00693451447665,1
500.3830918355598,1
501.3511583723412,1
502.59119291938447,1
502.2939648339289,1
502.59864528147415,1
502.8366630623987,1
502.4472822324952,1
503.20034478185704,1
503.0490445021806,1
503.10558059982037,1
503.2481167937968,1
482.22006461883876,1
504.671927566511,1
504.4015457057904,1
504.7645224608187,1
504.0040797405164,1
504.3963775423836,1
505.47003161124854,1
505.2190202415805,1
504.6809521714841,1
504.11730627026924,1
504.1249283924681,1
506.1702113898537,1
506.1720777370338,1
506.31379817221756,1
506.9211395831317,1
506.23647397248175,1
507.1675445358633,1
507.8747176562684,1
506.14170393113096,1
507.2721886787877,1
507.69984520434633,1
508.8090572749207,1
508.48446532331224,1
508.2762559938074,1
507.2117621092694,1
507.8166877294207,1
509.0566684230726,1
509.0193436414757,1
509.511805818529,1
509.58479921911027,1
509.9901844674478,1
510.9889021880809,1
510.4039915632039,1
510.7781985056991,1
510.1927097601511,1
511.60625237386563,1
511.30276396821324,1
511.0740079704429,1
511.30525896682417,1
511.41243656148987,1
511.9457358435066,1
511.8611036437397,1
499.71116443223684,1
511.01574552059725,1
511.90939794689626,1
523.2349714638993,1
514.3612826839935,1
443.7077325452864,1
515.6940137264583,1
486.5124819817003,1
526.6667004810159,1
502.2974800272488,1
492.05320671152305,1
457.42894348049765,1
476.26498618225713,1
469.521026263388,1
475.7535705534645,1
525.02591013919,1
513.1657638285845,1
504.472716705071,1
502.14925286639806,1
513.8080413130351,1
488.9324048301458,1
491.77918908706835,1
493.71868743156284,1
480.2734360907907,1
484.5519227146935,1
496.83140380880997,1
451.642080662425,1
501.3882305300957,1
476.6546245186184,1
493.8891197692701,1
494.5259336401923,1
505.1125709340721,1
506.59255308985473,1
507.8315138040506,1
468.93991154211324,1
499.13353527744584,1
500.164623804214,1
485.919961552747,1
511.6391224999842,1
476.48616258318026,1
512.0016174806095,1
523.4361812272452,1
479.5662633125433,1
479.66708682629934,1
479.3160737195397,1
479.5968818970835,1
495.602359715933,1
523.0091396017395,1
523.0393490049336,1
473.3923829970722,1
499.5158523179418,1
474.4547510300604,1
487.83765300637094,1
493.6666041047541,1
453.5748652557348,1
494.00464207831493,1
494.2179826584291,1
482.55916478145673,1
513.861127960825,1
483.73178138559024,1
527.8361393604409,1
477.3375495085735,1
499.25780868559593,1
489.2856351750511,1
464.3210466483113,1
495.6450959184953,1
475.3925757563126,1
485.61338064222326,1
502.7048070761979,1
487.7243008704141,1
469.406490626742,1
515.8089017512596,1
489.6848466233525,1
501.81040314822934,1
471.57133853796114,1
487.82321067506075,1
509.3285904882963,1
485.08711252747224,1
475.85756571462554,1
461.5780006877894,1
478.33220802701254,1
525.5128475143194,1
464.02552169703904,1
500.1776940437599,1
449.91465708700815,1
486.8614625522812,1
487.83509217331334,1
468.7939015577713,1
500.15396277667116,1
495.34003469739463,1
532.2535631738922,1
522.3911748183913,1
523.0976559894065,1
514.072465190939,1
474.83874333367476,1
493.0477776096639,1
493.95827579457256,1
478.21126123392514,1
478.89566085816386,1
478.8643872656676,1
478.31781718475304,1
519.1432257023248,1
479.21126123392514,1
480.31781718475304,1
498.5166552796116,1
483.26824428370946,1
494.01142697040893,1
484.4766222082244,1
485.21298247532013,1
470.1533365527877,1
457.0260425180635,1
503.28321473358375,1
407.4291735288517,1
408.9291735288517,1
411.9291735288517,1
413.9291735288517,1
490.321948695374,1
490.45318728042093,1
418.33763282864686,1
419.851578012349,1
420.601578012349,1
422.5659976094868,1
422.01664152181013,1
466.78107304816996,1
477.96919887099756,1
428.9417502051566,1
428.18932308864544,1
428.6131408409457,1
429.10057756941944,1
429.13212221992956,1
429.93932308864544,1
493.3923688950299,1
431.8796041222887,1
431.20188636017167,1
431.7121582577221,1
432.7324305677522,1
433.5815389656583,1
433.0549395293002,1
433.7159672864092,1
434.5815389656583,1
434.1018685004657,1
434.84880526075915,1
434.07521183933034,1
434.7324305677522,1
435.4824305677522,1
504.3712859881224,1
436.5650756843153,1
436.8810307958703,1
436.7197763150963,1
437.65382120354127,1
438.2833043101401,1
438.01297477533274,1
439.5765027703766,1
505.7138518308519,1
444.7658693784575,1
505.2747543592003,1
439.0663666153615,1
495.5344658787062,1
441.0028386203177,1
441.4877572511506,1
442.9876662700209,1
442.0701756440486,1
442.7488985660949,1
442.0537123627056,1
442.01297477533274,1
443.29351898291327,1
465.51277154780416,1
442.29351898291327,1
476.03804911858174,1
444.3341208277508,1
444.2234509756255,1
444.79351898291327,1
444.25269365715224,1
516.5756779873107,1
445.0871168262312,1
506.65205961714935,1
446.41773471179124,1
446.0764117892469,1
446.97333393215933,1
446.64763195608987,1
447.4623915210615,1
447.8341208277508,1
447.2350124298447,1
481.92149234743664,1
447.29351898291327,1
447.91213374839947,1
448.10241052344657,1
448.9038849679929,1
449.1847444647211,1
449.31026506185856,1
449.6336464143152,1
449.06530894765467,1
449.3049460689746,1
450.1768111181992,1
497.0361013901702,1
497.3923688950299,1
450.04385738546455,1
450.12354428096126,1
451.51485380084534,1
451.36214693769045,1
451.09521555778167,1
450.12722830685755,1
452.1892246096796,1
482.26995267160345,1
452.9700095784357,1
452.8499518313639,1
482.16050468583234,1
453.4713914906116,1
453.2485189093551,1
453.3129121076364,1
453.1679658942304,1
453.6388821165839,1
454.3190269952121,1
454.68846492792557,1
454.22693919484675,1
454.1612588661284,1
455.6388821165839,1
455.51320803867213,1
455.1986206641287,1
456.74041763100115,1
